image_id,height,width,mean_vessel_density,mean_vessel_density_center,mean_vessel_density_periphery,vessel_segment_length_mean,vessel_tortuosity_max,vessel_tortuosity_skew,branch_point_count,fractal_dimension,vascular_complexity_ratio,image_entropy_global,macular_entropy_x,FAZ_area_proxy_x,optic_disc_area,hard_exudate_area,hard_exudate_count,hard_exudate_max_area,largest_pigment_cluster_size,mean_pigment_cluster_size,peripheral_pigmentation_index,color_red_mean,color_green_mean,color_blue_mean,R_minus_G_mean,illumination_gradient_x,illumination_gradient_y,quality_flag_blur,blur_metric_varlap,split,CRAE,CRVE,AVR,artery_density,vein_density,vessel_width_median,FAZ_area_proxy_y,macular_entropy_y,optic_disc_eccentricity,disc_macula_ratio,peripapillary_atrophy_area,average_lesion_compactness,largest_lesion_distance_to_fovea,cotton_wool_spot_count,flame_hemorrhage_count,lesion_count
0001(SLFY29).JPG,1024,1024,0.2841424942016601,0.3447229892405838,0.2795748770074426,7.474467716808032,62.0,1.9967948740880663,8986,1.8730091153188184,6.591795150462485,5.924804210662842,5.924804210662842,,0.0076212882995605,0.0968351364135742,2446,1066.0,115315.5,10990.714285714286,0.3445311612922733,126.29236888885498,53.687806129455566,13.366790771484377,72.60456275939941,1.519907364980449,1.594648602965136,1,22.862978743796702,test,4.0,2.8284271247461903,1.414213562373095,0.275456428527832,0.0006895065307617,5.656854152679443,0.6615705490112305,6.002065870751334,0.9373349444557256,,,0.2609754958163778,0.6247553239189184,708,371,7585
0001(SLFY29).JPG,1024,1024,0.2841424942016601,0.3447229892405838,0.2795748770074426,7.474467716808032,62.0,1.9967948740880663,8986,1.8730091153188184,6.591795150462485,5.924804210662842,5.924804210662842,,0.0076212882995605,0.0968351364135742,2446,1066.0,115315.5,10990.714285714286,0.3445311612922733,126.29236888885498,53.687806129455566,13.366790771484377,72.60456275939941,1.519907364980449,1.594648602965136,1,22.862978743796702,test,4.0,2.8284271247461903,1.414213562373095,0.275456428527832,0.0006895065307617,5.656854152679443,0.6615705490112305,6.002065870751334,0.9373349444557256,,,0.2609754958163778,0.6247553239189184,708,371,7585
0113(NFMK3).jpg,1024,1024,0.276860237121582,0.3167158616374444,0.2738552231198317,6.879337652987761,95.0,2.794287724939944,8872,1.912304145709844,6.907110120223091,6.260307312011719,6.260307312011719,,0.0106840133666992,0.1314001083374023,3044,1429.0,53482.5,35391.333333333336,0.5048869404708971,131.8909034729004,71.86167049407959,36.014657974243164,60.0292329788208,2.115882234644836,2.118929975154775,1,27.189984434188773,test,4.0,2.621320343559643,1.5259485586443693,0.2550010681152344,0.0005712509155273,4.4721360206604,0.6912679672241211,6.204238758032848,0.7732914135330499,,,0.2746524280101194,0.2404126480736678,763,218,10659
0113(NFMK3).jpg,1024,1024,0.276860237121582,0.3167158616374444,0.2738552231198317,6.879337652987761,95.0,2.794287724939944,8872,1.912304145709844,6.907110120223091,6.260307312011719,6.260307312011719,,0.0106840133666992,0.1314001083374023,3044,1429.0,53482.5,35391.333333333336,0.5048869404708971,131.8909034729004,71.86167049407959,36.014657974243164,60.0292329788208,2.115882234644836,2.118929975154775,1,27.189984434188773,test,4.0,2.621320343559643,1.5259485586443693,0.2550010681152344,0.0005712509155273,4.4721360206604,0.6912679672241211,6.204238758032848,0.7732914135330499,,,0.2746524280101194,0.2404126480736678,763,218,10659
0057(NFMK3).jpg,1024,1024,0.2802352905273437,0.3994314240243753,0.2712482013908902,6.876956521739131,76.0,2.705149150831452,8817,1.91213092634772,6.823305240212582,6.556180477142334,6.556180477142334,,0.0120501518249511,0.1064343452453613,2844,2885.0,54063.0,35748.416666666664,0.611464324458416,121.59104251861572,73.96858787536621,43.52137184143066,47.62245464324951,1.965917045963668,2.0024854772523626,1,31.81235498721708,test,4.0,2.8284271247461903,1.414213562373095,0.2499189376831054,0.0080184936523437,4.4721360206604,0.6782169342041016,5.844257203752194,0.9896596558549674,,,0.2736942310961284,0.3439717471586725,714,214,11353
0057(NFMK3).jpg,1024,1024,0.2802352905273437,0.3994314240243753,0.2712482013908902,6.876956521739131,76.0,2.705149150831452,8817,1.91213092634772,6.823305240212582,6.556180477142334,6.556180477142334,,0.0120501518249511,0.1064343452453613,2844,2885.0,54063.0,35748.416666666664,0.611464324458416,121.59104251861572,73.96858787536621,43.52137184143066,47.62245464324951,1.965917045963668,2.0024854772523626,1,31.81235498721708,test,4.0,2.8284271247461903,1.414213562373095,0.2499189376831054,0.0080184936523437,4.4721360206604,0.6782169342041016,5.844257203752194,0.9896596558549674,,,0.2736942310961284,0.3439717471586725,714,214,11353
0023(NFMK1).jpg,1024,1024,0.2728223800659179,0.3225104397622318,0.2690760251430939,6.649311959143141,94.0,2.9314684907315924,9049,1.9100690943440384,7.001145191543807,6.209043025970459,6.209043025970459,,0.0107269287109375,0.0986199378967285,2805,1580.0,53968.5,35435.666666666664,0.6082437455780687,126.3776502609253,71.52615451812744,35.42039394378662,54.85149574279785,1.901777350114044,1.888284941145325,1,27.79890695791164,test,4.0,2.8284271247461903,1.414213562373095,0.2509279251098633,0.000645637512207,4.4721360206604,0.6873064041137695,5.72019859238614,0.8317625542555283,,,0.2831362678380857,0.6570027960607877,828,256,11841
0053(TJZX11).JPG,1024,1024,0.448974609375,0.3673300053048954,0.4551304074932901,7.986155639755173,58.0,1.5411949069405393,12468,1.9190598771405707,4.274317159743218,5.593283653259277,5.593283653259277,,0.0064454078674316,0.1355409622192382,2979,1921.5,52278.0,17244.166666666668,0.6378366559796664,123.65089130401611,61.07187175750733,16.42102336883545,62.57901954650879,1.9808591840786909,2.087513873615184,1,38.26187838682381,test,5.23606797749979,,,0.4450855255126953,0.0,6.0,0.378392219543457,6.109509551962112,0.8325268309313997,,,0.3078276503854116,0.5798745780354557,247,488,9231
0002(TJZX9).JPG,1024,1024,0.4324903488159179,0.4374498415332508,0.4321164155194711,7.76432772534537,73.0,1.6798799016574166,13499,1.9184947932003864,4.435925098566674,5.547301769256592,5.547301769256592,,0.0075359344482421,0.1218595504760742,3028,634.5,52160.0,18722.18181818182,0.5996930964181741,115.17215156555176,64.56998062133789,14.9998140335083,50.60217094421387,1.8493859970674489,1.89564241202346,1,29.634483344459117,test,4.0,,,0.4285030364990234,0.0,6.0,0.0210113525390625,5.612380294754684,0.6895357862885028,,,0.3014251123939732,0.661593645470185,348,403,9819
0002(TJZX9).JPG,1024,1024,0.4324903488159179,0.4374498415332508,0.4321164155194711,7.76432772534537,73.0,1.6798799016574166,13499,1.9184947932003864,4.435925098566674,5.547301769256592,5.547301769256592,,0.0075359344482421,0.1218595504760742,3028,634.5,52160.0,18722.18181818182,0.5996930964181741,115.17215156555176,64.56998062133789,14.9998140335083,50.60217094421387,1.8493859970674489,1.89564241202346,1,29.634483344459117,test,4.0,,,0.4285030364990234,0.0,6.0,0.0210113525390625,5.612380294754684,0.6895357862885028,,,0.3014251123939732,0.661593645470185,348,403,9819
0191(NFMK1).jpg,1024,1024,0.2873125076293945,0.3471850048288151,0.2827982716943282,7.010810810810811,110.0,2.9737739518035404,9340,1.9028430902774427,6.622903771150566,6.737920761108398,6.737920761108398,,0.015174388885498,0.0983214378356933,2514,1221.5,53605.0,23695.33333333333,0.5254153426836046,129.50901985168457,69.30655765533447,36.93243980407715,60.2024621963501,2.1755263700513185,2.176242324963343,1,32.61851004394339,test,4.0,2.8284271247461903,1.414213562373095,0.2704982757568359,0.0015668869018554,4.4721360206604,0.6618576049804688,6.579601203961056,0.3830873985118646,,,0.2925978797718065,0.3950459134190337,750,392,10665
0143(ZDSG5).jpg,1024,1024,0.3865604400634765,0.3098467021233184,0.3923444632581208,8.126793400286944,60.0,1.851461518510547,8570,1.9019294322712312,4.920134693449019,6.725449562072754,6.725449562072754,,0.0099391937255859,0.0870862007141113,2103,10696.5,54786.5,21656.5,0.4243148609728654,123.70465755462646,74.3643569946289,42.91922855377197,49.34030055999756,5.314381529508797,5.364808620478985,0,544.6244334578514,test,7.8481919625832735,,,0.3770160675048828,0.0,4.4721360206604,0.5665855407714844,6.315669688839503,0.9725959208635004,,,0.3472467854342586,0.5385715806033092,501,260,12089
0186(TJZX14).JPG,1024,1024,0.5201759338378906,0.6008542241930438,0.5140929933470693,8.532242990654206,45.0,1.2400416621778267,12173,1.924959996012476,3.700594108247185,5.59955644607544,5.59955644607544,,0.0202441215515136,0.1298456192016601,3110,1221.5,52145.5,15817.23076923077,0.6334603693826206,121.45453453063963,59.67518615722656,11.611196517944336,61.779348373413086,2.2171834906524936,2.3238435896261005,1,50.580983667747205,test,4.23606797749979,2.8284271247461903,1.4976761962286422,0.516636848449707,5.817413330078125e-05,6.324555397033691,0.0008411407470703,5.575240400909644,0.3733151792770828,,,0.3222195771699424,0.3808672988810199,215,320,8984
0186(TJZX14).JPG,1024,1024,0.5201759338378906,0.6008542241930438,0.5140929933470693,8.532242990654206,45.0,1.2400416621778267,12173,1.924959996012476,3.700594108247185,5.59955644607544,5.59955644607544,,0.0202441215515136,0.1298456192016601,3110,1221.5,52145.5,15817.23076923077,0.6334603693826206,121.45453453063963,59.67518615722656,11.611196517944336,61.779348373413086,2.2171834906524936,2.3238435896261005,1,50.580983667747205,test,4.23606797749979,2.8284271247461903,1.4976761962286422,0.516636848449707,5.817413330078125e-05,6.324555397033691,0.0008411407470703,5.575240400909644,0.3733151792770828,,,0.3222195771699424,0.3808672988810199,215,320,8984
0205(TJZX9).JPG,1024,1024,0.4470682144165039,0.497367955710924,0.4432757402372574,7.650832580353685,75.0,1.780076156450962,14858,1.9226451662011264,4.300563323900108,5.5243964195251465,5.5243964195251465,,0.013437271118164,0.1579031944274902,3109,1178.0,51867.5,29302.214285714286,0.6115235145843083,117.9813108444214,62.694504737854,13.376251220703123,55.28680610656738,1.6513404585166185,1.6262161687438903,1,23.417171031804173,test,4.0,,,0.4447126388549804,0.0,6.0,0.1556692123413086,5.114552061726542,0.6166792178246722,,,0.2987971016152695,0.5541310375893033,299,549,7833
0205(TJZX9).JPG,1024,1024,0.4470682144165039,0.497367955710924,0.4432757402372574,7.650832580353685,75.0,1.780076156450962,14858,1.9226451662011264,4.300563323900108,5.5243964195251465,5.5243964195251465,,0.013437271118164,0.1579031944274902,3109,1178.0,51867.5,29302.214285714286,0.6115235145843083,117.9813108444214,62.694504737854,13.376251220703123,55.28680610656738,1.6513404585166185,1.6262161687438903,1,23.417171031804173,test,4.0,,,0.4447126388549804,0.0,6.0,0.1556692123413086,5.114552061726542,0.6166792178246722,,,0.2987971016152695,0.5541310375893033,299,549,7833
0336(TJZX14).JPG,1024,1024,0.4492311477661133,0.4164887032931159,0.4516998458554815,8.312815656565656,67.0,1.9842274747416973,11605,1.913782959025531,4.260129709487373,6.1146674156188965,6.1146674156188965,,0.0214428901672363,0.1351532936096191,2868,3989.5,52272.0,13815.833333333334,0.5620211740341658,101.59434032440186,67.87202548980713,28.45901393890381,33.72231483459473,3.202791205909906,3.254693800403226,0,106.23033147252865,test,4.0,,,0.4442405700683594,0.0,6.0,0.308837890625,6.175410893387253,0.583444824157607,,,0.29923952413632,0.5659405266936717,524,403,8652
0336(ZDSG5).jpg,1024,1024,0.4541015625,0.4463321408653781,0.4546873573804252,8.151149881046788,98.0,2.4265837408036,11286,1.915327287053544,4.217839014930815,6.490208625793457,6.490208625793457,,0.0172572135925292,0.1067047119140625,2650,1271.5,54623.0,13531.84375,0.4846383755893137,125.34095191955566,72.49981689453125,41.71055507659912,52.841135025024414,4.07578462294314,4.100313556431249,0,249.5040612944722,test,5.06449510224598,,,0.4490842819213867,0.0,5.656854152679443,0.3689966201782226,6.400801423813889,0.4453569986311435,,,0.3221451506384158,0.5056555341601388,361,326,10486
0336(ZDSG5).jpg,1024,1024,0.4541015625,0.4463321408653781,0.4546873573804252,8.151149881046788,98.0,2.4265837408036,11286,1.915327287053544,4.217839014930815,6.490208625793457,6.490208625793457,,0.0172572135925292,0.1067047119140625,2650,1271.5,54623.0,13531.84375,0.4846383755893137,125.34095191955566,72.49981689453125,41.71055507659912,52.841135025024414,4.07578462294314,4.100313556431249,0,249.5040612944722,test,5.06449510224598,,,0.4490842819213867,0.0,5.656854152679443,0.3689966201782226,6.400801423813889,0.4453569986311435,,,0.3221451506384158,0.5056555341601388,361,326,10486
0359(SLFY21).JPG,1024,1024,0.1437292098999023,0.1538827754124896,0.1429636565582185,7.154572271386431,70.0,2.5454514526303824,2964,1.7958639945427828,12.494773997529665,5.48331880569458,5.48331880569458,,0.0089650154113769,0.0417146682739257,1165,1992.0,115456.5,115252.75,0.4779488986243786,116.72056007385254,57.30437660217285,10.756301879882812,59.41618347167969,0.9183076353250244,0.9880190514011078,1,22.27836435834979,test,4.23606797749979,2.0,2.118033988749895,0.1234760284423828,0.0006952285766601,4.4721360206604,0.8529367446899414,4.986417721063787,0.7732118882173965,,,0.3162323602972223,0.2740599651995564,495,532,6294
0359(SLFY21).JPG,1024,1024,0.1437292098999023,0.1538827754124896,0.1429636565582185,7.154572271386431,70.0,2.5454514526303824,2964,1.7958639945427828,12.494773997529665,5.48331880569458,5.48331880569458,,0.0089650154113769,0.0417146682739257,1165,1992.0,115456.5,115252.75,0.4779488986243786,116.72056007385254,57.30437660217285,10.756301879882812,59.41618347167969,0.9183076353250244,0.9880190514011078,1,22.27836435834979,test,4.23606797749979,2.0,2.118033988749895,0.1234760284423828,0.0006952285766601,4.4721360206604,0.8529367446899414,4.986417721063787,0.7732118882173965,,,0.3162323602972223,0.2740599651995564,495,532,6294
0398(SLFY21).JPG,1024,1024,0.2048854827880859,0.3756954173864548,0.1920068426628542,7.430404523705959,88.0,3.012275658796301,5749,1.837902235768296,8.970387802776866,5.910281181335449,5.910281181335449,,0.0102381706237792,0.0746822357177734,1955,2237.0,115093.5,115003.75,0.3943926203071424,107.55748844146729,61.94364833831787,15.12221336364746,45.61384010314941,1.3654011129439554,1.478296065493646,1,35.40771015640348,test,4.0,2.8284271247461903,1.414213562373095,0.1894330978393554,0.0011396408081054,4.4721360206604,0.774296760559082,5.957535743835496,0.9701046304958963,,,0.2675062212432239,0.317384179608888,677,228,6373
